序号,labels,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
1200,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,6,3,0,87,442,442
1201,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,6,3,0,87,442,442
1202,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201706,6,3,0,87,442,442
1203,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201706,6,3,0,87,442,442
1204,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201706,6,3,0,87,442,442
1205,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201706,6,3,0,87,442,442
1206,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,6,3,0,87,442,442
1207,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,6,3,0,87,442,442
1208,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,6,3,0,87,442,442
1209,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,6,3,0,87,442,442
1210,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,6,3,0,87,442,442
1211,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,6,3,0,87,442,442
1212,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,6,3,0,87,442,442
1213,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,6,3,0,87,442,442
1214,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,6,3,0,87,442,442
1215,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,6,3,0,87,442,442
1216,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,6,3,0,87,442,442
1217,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,6,3,0,87,442,442
1218,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1219,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1220,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1221,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1222,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1223,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1224,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1225,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1226,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1227,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1228,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1229,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1230,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1231,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1232,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1233,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1234,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1235,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,6,3,0,87,442,442
1236,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1237,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,6,3,0,87,442,442
1238,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1239,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1240,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1241,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1242,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1243,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1244,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1245,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1246,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1247,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1248,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1249,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1250,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1251,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1252,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1253,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1254,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1255,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1256,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1257,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1258,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201706,1,3,0,82,401,401
1259,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201706,1,3,0,82,401,401
1260,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201706,1,3,0,82,401,401
1261,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201706,1,3,0,82,401,401
1262,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
1263,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
1264,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
1265,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
1266,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
1267,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
1268,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
1269,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
1270,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
1271,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
1272,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
1273,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
1274,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1275,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1276,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1277,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1278,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1279,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1280,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1281,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1282,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1283,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1284,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1285,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1286,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1287,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1288,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1289,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1290,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1291,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1292,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1293,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1294,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1295,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1296,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1297,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1298,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1299,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1300,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
1301,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
1302,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
