序号,labels,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
225,1,30600000000000,123,2,390,244,201704,497.56,497.56,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,3,0,0,0,0
226,1,30600000000000,124,3,390,244,201707,752.73,752.73,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
227,1,30600000000000,121,0,390,244,201707,1435.31,1435.31,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
228,1,30600000000000,123,2,390,244,201707,497.56,497.56,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
229,1,30600000000000,125,4,390,244,201707,185.01,185.01,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
230,1,30600000000000,131,0,390,244,201707,564.66,564.66,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
231,1,30600000000000,121,0,390,244,201706,1435.31,1435.31,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,3,0,0,0,30600
232,1,30600000000000,123,2,390,244,201706,497.56,497.56,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,3,0,0,0,30600
233,1,30600000000000,125,4,390,244,201706,185.01,185.01,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,3,0,0,0,30600
234,1,30600000000000,125,4,390,244,201705,185.01,185.01,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
235,1,30600000000000,131,0,390,244,201705,564.66,564.66,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
236,1,30600000000000,124,3,390,244,201705,752.73,752.73,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
237,1,30600000000000,123,2,390,244,201705,497.56,497.56,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
238,1,30600000000000,124,3,390,244,201704,752.73,752.73,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,3,0,0,0,30600
239,1,30600000000000,123,2,390,244,201704,497.56,497.56,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,3,0,0,0,30600
240,1,30600000000000,124,3,390,244,201707,752.73,752.73,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
241,1,30600000000000,121,0,390,244,201707,1435.31,1435.31,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
242,1,30600000000000,123,2,390,244,201707,497.56,497.56,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
243,1,30600000000000,125,4,390,244,201707,185.01,185.01,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
244,1,30600000000000,131,0,390,244,201707,564.66,564.66,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
245,1,30600000000000,121,0,390,244,201706,1435.31,1435.31,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,3,0,0,0,30600
246,1,30600000000000,123,2,390,244,201706,497.56,497.56,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,3,0,0,0,30600
247,1,30600000000000,125,4,390,244,201706,185.01,185.01,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,3,0,0,0,30600
248,1,30600000000000,125,4,390,244,201705,185.01,185.01,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
249,1,30600000000000,131,0,390,244,201705,564.66,564.66,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
250,1,30600000000000,124,3,390,244,201705,752.73,752.73,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
251,1,30600000000000,123,2,390,244,201705,497.56,497.56,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
252,1,30600000000000,124,3,390,244,201704,752.73,752.73,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,3,0,0,0,30600
253,1,30600000000000,123,2,390,244,201704,497.56,497.56,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,3,0,0,0,30600
254,1,30600000000000,124,3,390,244,201707,752.73,752.73,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
255,1,30600000000000,121,0,390,244,201707,1435.31,1435.31,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
256,1,30600000000000,123,2,390,244,201707,497.56,497.56,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
257,1,30600000000000,125,4,390,244,201707,185.01,185.01,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
258,1,30600000000000,131,0,390,244,201707,564.66,564.66,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,30600
259,1,30600000000000,121,0,390,244,201706,1435.31,1435.31,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,3,0,0,0,30600
260,1,30600000000000,123,2,390,244,201706,497.56,497.56,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,3,0,0,0,30600
261,1,30600000000000,125,4,390,244,201706,185.01,185.01,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,3,0,0,0,30600
262,1,30600000000000,125,4,390,244,201705,185.01,185.01,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
263,1,30600000000000,131,0,390,244,201705,564.66,564.66,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
264,1,30600000000000,125,4,390,244,201705,185.01,185.01,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
265,1,30600000000000,131,0,390,244,201705,564.66,564.66,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
266,1,30600000000000,124,3,390,244,201705,752.73,752.73,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
267,1,30600000000000,123,2,390,244,201705,497.56,497.56,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,3,0,0,0,30600
268,1,30600000000000,124,3,390,244,201704,752.73,752.73,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,3,0,0,0,30600
269,1,30600000000000,123,2,390,244,201704,497.56,497.56,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,3,0,0,0,30600
270,1,30600000000000,124,3,390,244,201707,752.73,752.73,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
271,1,30600000000000,121,0,390,244,201707,1435.31,1435.31,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
272,1,30600000000000,123,2,390,244,201707,497.56,497.56,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
273,1,30600000000000,125,4,390,244,201707,185.01,185.01,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
274,1,30600000000000,131,0,390,244,201707,564.66,564.66,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
275,1,30600000000000,121,0,390,244,201706,1435.31,1435.31,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,2,0,56,300,300
276,1,30600000000000,123,2,390,244,201706,497.56,497.56,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,2,0,56,300,300
277,1,30600000000000,125,4,390,244,201706,185.01,185.01,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,2,0,56,300,300
278,1,30600000000000,125,4,390,244,201705,185.01,185.01,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,56,300,300
279,1,30600000000000,131,0,390,244,201705,564.66,564.66,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,56,300,300
280,1,30600000000000,124,3,390,244,201705,752.73,752.73,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,56,300,300
281,1,30600000000000,123,2,390,244,201705,497.56,497.56,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,56,300,300
282,1,30600000000000,124,3,390,244,201704,752.73,752.73,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,2,0,56,300,300
283,1,30600000000000,123,2,390,244,201704,497.56,497.56,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,2,0,56,300,300
284,1,30600000000000,124,3,390,244,201707,752.73,752.73,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,8,0,194,736,736
285,1,30600000000000,121,0,390,244,201707,1435.31,1435.31,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,8,0,194,736,736
286,1,30600000000000,123,2,390,244,201707,497.56,497.56,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,8,0,194,736,736
287,1,30600000000000,125,4,390,244,201707,185.01,185.01,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,8,0,194,736,736
288,1,30600000000000,131,0,390,244,201707,564.66,564.66,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,8,0,194,736,736
289,1,30600000000000,121,0,390,244,201706,1435.31,1435.31,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,8,0,194,736,736
290,1,30600000000000,123,2,390,244,201706,497.56,497.56,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,8,0,194,736,736
291,1,30600000000000,125,4,390,244,201706,185.01,185.01,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,8,0,194,736,736
292,1,30600000000000,125,4,390,244,201705,185.01,185.01,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,8,0,194,736,736
293,1,30600000000000,131,0,390,244,201705,564.66,564.66,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,8,0,194,736,736
294,1,30600000000000,124,3,390,244,201705,752.73,752.73,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,8,0,194,736,736
295,1,30600000000000,123,2,390,244,201705,497.56,497.56,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,8,0,194,736,736
296,1,30600000000000,124,3,390,244,201704,752.73,752.73,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,8,0,194,736,736
297,1,30600000000000,123,2,390,244,201704,497.56,497.56,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,8,0,194,736,736
298,1,30600000000000,124,3,390,244,201707,752.73,752.73,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
299,1,30600000000000,121,0,390,244,201707,1435.31,1435.31,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
300,1,30600000000000,123,2,390,244,201707,497.56,497.56,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
301,1,30600000000000,125,4,390,244,201707,185.01,185.01,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
302,1,30600000000000,131,0,390,244,201707,564.66,564.66,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,56,300,300
303,1,30600000000000,121,0,390,244,201706,1435.31,1435.31,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,2,0,56,300,300
304,1,30600000000000,123,2,390,244,201706,497.56,497.56,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,2,0,56,300,300
305,1,30600000000000,125,4,390,244,201706,185.01,185.01,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,2,0,56,300,300
306,1,30600000000000,125,4,390,244,201705,185.01,185.01,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,56,300,300
307,1,30600000000000,131,0,390,244,201705,564.66,564.66,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,56,300,300
308,1,30600000000000,124,3,390,244,201705,752.73,752.73,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,56,300,300
309,1,30600000000000,123,2,390,244,201705,497.56,497.56,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,56,300,300
310,1,30600000000000,124,3,390,244,201704,752.73,752.73,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,2,0,56,300,300
311,1,30600000000000,123,2,390,244,201704,497.56,497.56,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,2,0,56,300,300
312,1,30600000000000,124,3,390,244,201707,752.73,752.73,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,0,0,30600
313,1,30600000000000,121,0,390,244,201707,1435.31,1435.31,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,0,0,30600
314,1,30600000000000,123,2,390,244,201707,497.56,497.56,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,0,0,30600
315,1,30600000000000,125,4,390,244,201707,185.01,185.01,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,0,0,30600
316,1,30600000000000,131,0,390,244,201707,564.66,564.66,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,2,0,0,0,30600
317,1,30600000000000,121,0,390,244,201706,1435.31,1435.31,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,2,0,0,0,30600
318,1,30600000000000,123,2,390,244,201706,497.56,497.56,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,2,0,0,0,30600
319,1,30600000000000,125,4,390,244,201706,185.01,185.01,0.0,1000,0,21,646690000000000,201706,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201706,1,2,0,0,0,30600
320,1,30600000000000,125,4,390,244,201705,185.01,185.01,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,0,0,30600
321,1,30600000000000,131,0,390,244,201705,564.66,564.66,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,0,0,30600
322,1,30600000000000,124,3,390,244,201705,752.73,752.73,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,0,0,30600
323,1,30600000000000,123,2,390,244,201705,497.56,497.56,0.0,1000,0,11,646690000000000,201705,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201705,1,2,0,0,0,30600
324,1,30600000000000,124,3,390,244,201704,752.73,752.73,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,2,0,0,0,30600
325,1,30600000000000,123,2,390,244,201704,497.56,497.56,0.0,1000,0,11,646690000000000,201704,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201704,1,2,0,0,0,30600
326,1,30600000000000,124,3,390,244,201707,752.73,752.73,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,0
327,1,30600000000000,121,0,390,244,201707,1435.31,1435.31,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,0,0,0
328,1,30600000000000,124,3,390,244,201707,752.73,752.73,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,81,378,378
329,1,30600000000000,121,0,390,244,201707,1435.31,1435.31,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,81,378,378
330,1,30600000000000,123,2,390,244,201707,497.56,497.56,0.0,1000,0,21,646690000000000,201707,1111110000000000,64669000000000,5,29,100,31002001,0.0,1,0,0,0.0,2,64669000000000,64669000000000,0,23,630,630,4,2,0,201707,1,3,0,81,378,378
